price,freight_value,review_score,product_weight_g,customer_lat,customer_lng,Types of products,payment_value,seller_lat,seller_lng,volume,year,delivery_days,estimated_days
53.5,12.81,5,1110.0,-21.858555070695942,-47.48403458197557,Fashion,66.31,-22.438121280598992,-46.973524736049406,3762.0,2018,8.0,24.0
350.0,29.11,5,2575.0,-15.806524500000004,-47.93582925,Household,379.11,-25.61138949693849,-49.36969938375004,22736.0,2018,9.0,29.0
152.15,26.35,4,200.0,-3.920725119545875,-40.39101004624399,Fashion,178.5,-22.828654864562257,-47.267296160568925,2704.0,2017,17.0,35.0
144.99,21.93,5,1050.0,-20.50410692238407,-43.858586415220174,Fashion,166.92,-23.554079433810344,-46.53324185942636,19008.0,2018,10.0,22.0
40.0,17.6,3,900.0,-20.042973537462803,-44.14431790817472,Household,115.2,-21.7664768468313,-48.83154737836604,6612.0,2017,12.0,23.0
184.99,16.05,5,950.0,-20.360474072335023,-40.351867185473125,Tools,201.04,-23.71688471949829,-46.54199108267673,7392.0,2018,13.0,21.0
89.0,14.37,5,950.0,-20.360474072335023,-40.351867185473125,Fashion,103.37,-23.651114842510157,-46.75521082321932,640.0,2017,11.0,26.0
49.9,15.1,5,400.0,-21.724358773241413,-43.39844678351318,Furniture,65.0,-22.768743804807222,-47.395682479228896,3750.0,2018,16.0,26.0
28.8,16.39,4,700.0,-22.86908832802572,-43.50623231028202,Household,45.19,-23.45088569608748,-46.54498377407813,9600.0,2018,14.0,19.0
349.9,17.21,5,900.0,-30.07200823826747,-51.17719962332037,Fashion,367.11,-25.464029318048183,-49.30472794690424,11400.0,2017,6.0,21.0
158.0,16.21,2,250.0,-22.873194922009347,-43.4800636820648,Fashion,174.21,-23.50097763469062,-46.62712333406575,3300.0,2018,12.0,19.0
115.96,13.83,5,2500.0,-20.320578992887047,-49.90769272970769,Household,129.79,-23.48535959449485,-46.624283978908174,45920.0,2017,19.0,19.0
19.9,16.79,4,250.0,-12.655868277332464,-39.10044839031422,Electronics,36.69,-23.539494799586286,-46.63284391414975,2700.0,2018,15.0,31.0
228.0,32.99,5,9150.0,-19.93876718595992,-44.14012235068381,Household,260.99,-21.7664768468313,-48.83154737836604,60000.0,2018,7.0,35.0
79.9,12.51,5,1200.0,-22.883500722206897,-43.62784933672958,Fashion,92.41,-22.549033360244323,-43.210094724044055,5187.0,2017,4.0,14.0
159.9,27.42,4,2750.0,-24.588735788185947,-52.80920836265472,Tools,374.64,-21.129687082360803,-48.959593387071685,16384.0,2018,15.0,25.0
12.1,16.79,5,300.0,-12.879225388531204,-38.29339205549424,Electronics,28.89,-9.024839005157318,-36.57020044972058,759.0,2017,14.0,27.0
119.0,17.6,5,6550.0,-23.96682586733222,-46.32897174522469,Electronics,136.6,-20.944705621834668,-45.82709818233235,8000.0,2018,14.0,23.0
209.0,17.71,5,1813.0,-22.96338484831568,-43.03302455048608,Fashion,226.71,-23.61424927422236,-46.68844105482136,10920.0,2018,19.0,24.0
34.78,8.72,5,200.0,-23.53401196947312,-47.46735238343239,Household,43.5,-23.678798920064235,-46.45947764149177,3000.0,2017,12.0,14.0
269.0,10.24,5,200.0,-23.6393961232311,-46.79127816548621,Electronics,279.24,-23.58374909221269,-46.73472062372479,2592.0,2018,8.0,12.0
59.9,7.68,5,150.0,-23.49202606368976,-46.4757014239747,Fashion,67.58,-22.88857483236194,-47.04416083236194,2898.0,2018,5.0,6.0
23.99,17.63,5,100.0,-8.085076224091846,-34.96595712950791,Fashion,41.62,-23.665703457960586,-46.51808196779969,4500.0,2017,6.0,30.0
89.0,13.2,4,1175.0,-22.760477687572443,-47.41281121951772,Fashion,30.32,-23.571257720785987,-46.69633123175024,17172.0,2017,8.0,27.0
80.99,11.77,5,1650.0,-22.97370645045876,-47.176513156529566,Fashion,92.76,-23.508759080212357,-46.602973042876144,5148.0,2017,27.0,20.0
125.0,18.12,3,1300.0,-15.906619276539498,-47.776985409783606,Fashion,143.12,-20.43399042630061,-47.81416224047547,13068.0,2017,17.0,26.0
116.9,9.33,5,400.0,-20.08212660423176,-44.5732983518722,Fashion,126.23,-19.81011863229108,-43.98472732006267,4693.0,2018,2.0,9.0
326.66,17.05,1,2250.0,-22.88071189148247,-43.37148510017898,Fashion,343.71,-23.51674732944774,-46.54818243075192,5100.0,2017,42.0,25.0
139.99,21.47,1,1600.0,-22.93276755785112,-43.17834623036526,Furniture,161.46,-21.592175195884263,-46.89389599036144,14364.0,2018,9.0,25.0
169.0,33.66,4,8250.0,-22.94914024395528,-43.1890677882164,Furniture,202.66,-23.5259011954249,-46.84502074190641,19872.0,2018,7.0,25.0
2999.99,126.51,5,25950.0,-25.39986976934627,-49.25998715153791,Electronics,3126.5,-23.108459384738463,-48.256121730784905,155610.0,2017,12.0,32.0
48.9,9.74,5,600.0,-23.594499367187996,-46.67772056203472,Household,58.64,-22.541719708891844,-47.427681190013296,3380.0,2018,4.0,15.0
39.9,15.79,5,169.0,-20.19363644957563,-40.27380330496123,Electronics,55.69,-8.138173275583135,-34.9322264583223,1920.0,2018,18.0,33.0
299.9,28.4,5,2750.0,-26.999696999999948,-48.63513949999995,Furniture,328.3,-23.615020791563268,-46.47934165652957,13475.0,2018,5.0,18.0
187.0,18.88,5,538.0,-21.279941420675893,-50.336008501995344,Fashion,205.88,-15.84494561197996,-47.98527498130505,9384.0,2017,9.0,23.0
59.99,17.73,3,200.0,-7.995469587949266,-34.90948086677471,Fashion,77.72,-23.665703457960586,-46.51808196779969,3960.0,2017,29.0,36.0
27.99,15.3,4,300.0,-15.887367245869855,-48.1101170804173,Electronics,43.29,-23.62358155176294,-46.61056007369148,816.0,2018,7.0,14.0
99.0,18.97,5,1500.0,-18.33570112206472,-45.83075406191056,Furniture,117.97,-23.198860047870664,-47.29334560811024,15750.0,2017,14.0,36.0
99.9,19.0,5,3500.0,-21.197994153181128,-47.779317275572765,Household,118.9,-21.7664768468313,-48.83154737836604,23220.0,2018,2.0,7.0
30.5,7.78,5,200.0,-23.5944875783294,-46.679788357589,Household,38.28,-23.4719444074384,-46.59864459256161,1408.0,2018,6.0,14.0
84.9,24.79,4,875.0,-12.942858153759603,-38.493004950458754,Electronics,109.69,-21.426570046543283,-50.06791761043272,15840.0,2017,13.0,29.0
189.9,8.59,4,750.0,-23.54387863113857,-46.70758622898028,Household,22.76,-23.534517416583824,-46.51350050508684,17500.0,2018,2.0,10.0
24.9,19.08,4,100.0,-10.260959155343103,-48.32509614763806,Furniture,43.98,-22.920104850395337,-43.22138202997862,528.0,2018,6.0,20.0
24.99,14.52,5,300.0,-24.338318579333773,-50.62355838299117,Fashion,39.51,-23.45900988018955,-46.68595580638013,3300.0,2017,27.0,29.0
68.99,14.23,5,50.0,-25.4046727705902,-49.19971258303454,Fashion,83.22,-23.466737282854947,-46.90460432628395,528.0,2018,11.0,24.0
72.9,14.26,4,400.0,-23.65656157967509,-46.77925716266672,Fashion,87.16,-19.836890499647936,-43.91622823669364,6840.0,2017,12.0,26.0
30.97,14.52,5,443.0,-17.85563237928638,-41.51569800863798,Fashion,45.49,-21.1774515925616,-47.79583295337295,4641.0,2017,18.0,27.0
35.0,10.09,5,1400.0,-23.61620895920133,-46.63529647960067,Furniture,90.18,-23.59798552039933,-46.55547278711988,12000.0,2018,2.0,13.0
99.9,16.29,3,1250.0,-28.12436815432312,-54.894348509744894,Fashion,116.19,-23.331043778111702,-51.17743350000001,5544.0,2018,10.0,27.0
9.8,15.23,2,67.0,-23.44007914793122,-46.51144923980033,Fashion,50.06,-22.886098638900197,-43.3108898963299,3570.0,2018,12.0,25.0
49.0,17.64,5,1550.0,-22.504165395664423,-44.197799491484325,Tools,66.64,-20.80243626346376,-49.39562406741489,19800.0,2017,14.0,23.0
59.9,43.22,4,4150.0,-15.894073164936067,-48.14625093551764,Electronics,103.12,-21.426570046543283,-50.06791761043272,14664.0,2018,7.0,20.0
129.99,14.51,5,5250.0,-23.967052416613654,-46.33691592783774,Household,144.5,-23.62615314929649,-46.74691974117254,39780.0,2017,3.0,20.0
16.9,10.96,5,300.0,-22.71683928585045,-47.65736585405934,Tools,27.86,-23.20591698084141,-47.307845865803,1428.0,2017,4.0,21.0
330.0,32.17,5,5967.0,-23.61776447100232,-46.574964586733216,Household,362.17,-21.7664768468313,-48.83154737836604,94128.0,2018,4.0,15.0
195.9,8.63,5,190.0,-23.53206184041201,-46.68902834471118,Fashion,204.53,-22.828654864562257,-47.267296160568925,2112.0,2018,2.0,10.0
679.0,56.88,5,750.0,-21.53063424894017,-42.19299779303212,Fashion,735.88,-6.825533064802394,-35.12509238324438,27000.0,2018,17.0,33.0
129.99,19.82,1,350.0,-12.738051063597291,-38.60252746856557,Fashion,149.81,-22.75207045168108,-43.57632171567059,352.0,2018,22.0,18.0
39.9,12.79,2,350.0,-20.54822779974972,-47.395897060007975,Fashion,52.69,-22.976619071841363,-47.01071509319301,2200.0,2018,6.0,20.0
19.9,17.06,5,500.0,-22.90950109305715,-42.79833382248586,Fashion,36.96,-25.34347077721826,-49.227809047574894,1188.0,2018,9.0,29.0
610.0,65.01,5,15350.0,-16.55985155821373,-42.89385206923845,Fashion,675.01,-21.812698026371937,-48.15183966694556,88360.0,2017,13.0,23.0
37.47,18.36,5,200.0,-20.25779584611288,-43.81183983084434,Household,55.83,-20.83841198142741,-49.38082796951136,11552.0,2018,6.0,26.0
339.9,27.66,1,4000.0,-1.3489863093765762,-48.466861314661685,Household,117.56,-22.726257875353635,-47.63781138952056,21000.0,2017,22.0,34.0
105.0,17.98,4,1650.0,-18.94141413405276,-48.33714543949449,Household,122.98,-21.7664768468313,-48.83154737836604,21168.0,2017,7.0,22.0
152.0,17.61,5,200.0,-31.767831461278803,-52.34106915266308,Fashion,169.61,-20.54822779974972,-47.395897060007975,2805.0,2018,26.0,28.0
129.0,65.89,3,6550.0,-20.537006512609043,-54.66821294226445,Electronics,194.89,-20.944705621834668,-45.82709818233235,8000.0,2018,30.0,25.0
69.9,12.48,5,983.0,-22.915371368504037,-43.242996214902085,Fashion,82.38,-22.549033360244323,-43.210094724044055,5520.0,2017,4.0,14.0
34.99,17.78,2,200.0,-10.78600479476781,-49.61819438694136,Electronics,52.77,-23.541941545934563,-46.49095488842404,836.0,2017,24.0,31.0
14.9,8.29,4,200.0,-23.671959474609,-46.80336321397664,Electronics,23.19,-23.539494799586286,-46.63284391414975,2700.0,2018,7.0,17.0
12.9,15.1,5,250.0,-19.958089201771624,-43.9755311729182,Household,28.0,-21.7664768468313,-48.83154737836604,4800.0,2017,19.0,28.0
196.9,19.26,5,725.0,-26.91225753204585,-49.11088518056733,Household,216.16,-23.0122137105142,-47.52203973160603,21000.0,2018,17.0,22.0
47.9,19.53,5,900.0,-15.737759999999998,-47.89320525,Tools,67.43,-22.758277649423835,-46.15427601386239,5616.0,2018,4.0,25.0
49.99,15.45,5,350.0,-15.803168148998855,-48.1347903719042,Electronics,65.44,-23.62358155176294,-46.61056007369148,816.0,2018,10.0,26.0
90.0,21.43,5,1500.0,-7.403732162119439,-35.11363631772969,Electronics,111.43,-22.87459850346245,-43.477731000000006,22500.0,2018,13.0,32.0
21.9,11.85,5,300.0,-23.62510448987245,-46.72835260796926,Household,33.75,-21.7664768468313,-48.83154737836604,4800.0,2017,7.0,35.0
179.9,38.68,5,4000.0,-14.21009227483139,-41.68123821749442,Furniture,321.69,-25.40444171696837,-49.34025084016421,45500.0,2017,13.0,29.0
59.0,16.17,4,750.0,-22.016967296150906,-47.85171546211552,Household,75.17,-28.190231258277556,-48.66460352500113,16000.0,2018,19.0,40.0
169.99,23.99,5,1300.0,-23.15446932554733,-49.976786488459815,Tools,193.98,-23.175880576172972,-47.31592004954123,4864.0,2018,8.0,29.0
29.9,15.1,5,250.0,-25.59882689377149,-49.37212657909614,Fashion,45.0,-22.71683928585045,-47.65736585405934,1200.0,2018,8.0,26.0
142.0,37.9,5,150.0,-9.362301362458028,-40.54883039123136,Fashion,179.9,-23.944502325841068,-46.33124278031053,2250.0,2018,8.0,26.0
55.0,18.49,5,300.0,-21.956309999999995,-44.882378788136165,Fashion,73.49,-23.651114842510157,-46.75521082321932,352.0,2018,11.0,24.0
179.9,15.71,5,725.0,-6.825533064802394,-35.12509238324438,Electronics,195.61,-8.138173275583135,-34.9322264583223,4800.0,2018,6.0,27.0
59.9,19.66,5,4400.0,-17.371889587494103,-40.22622090938798,Electronics,79.56,-21.426570046543283,-50.06791761043272,14664.0,2017,10.0,24.0
369.0,47.04,5,5400.0,-21.393999019279303,-42.69677541643672,Fashion,416.04,-23.54257772745109,-46.59338016847479,61776.0,2017,10.0,20.0
55.0,16.15,3,3150.0,-29.91461000805008,-50.92070034387446,Household,71.15,-23.20706431353269,-46.760735214610754,33930.0,2017,13.0,29.0
75.0,13.55,5,1000.0,-23.527097594125784,-46.831472720216745,Household,44.28,-21.7664768468313,-48.83154737836604,12096.0,2017,3.0,16.0
21.99,7.39,4,150.0,-23.724238064948917,-46.687786616711854,Electronics,29.38,-22.90124134639356,-47.05512845102415,1152.0,2018,13.0,12.0
189.9,20.02,2,600.0,-22.714897197527662,-43.43013522482777,Fashion,629.76,-8.138173275583135,-34.9322264583223,2904.0,2018,18.0,51.0
56.99,11.9,5,400.0,-21.36235769739203,-48.232975701561735,Fashion,68.89,-23.665703457960586,-46.51808196779969,2178.0,2017,11.0,24.0
49.0,17.67,5,1650.0,-22.897963477927224,-43.178970829447735,Tools,66.67,-20.80243626346376,-49.39562406741489,19800.0,2017,15.0,22.0
129.9,36.04,5,4250.0,-18.716793326809164,-40.39796908496742,Fashion,165.94,-22.27568678711987,-48.542599749927895,8000.0,2018,17.0,28.0
24.99,14.1,1,350.0,-22.789051645977707,-43.44188413860589,Electronics,39.09,-23.62358155176294,-46.61056007369148,816.0,2018,29.0,23.0
89.0,18.72,5,233.0,-24.960754560101478,-53.51081196779967,Tools,22.49,-23.29818595956356,-45.974828011182304,2142.0,2018,8.0,22.0
56.99,16.16,4,850.0,-30.03215040714993,-51.2325516998384,Household,23.15,-21.7664768468313,-48.83154737836604,18000.0,2017,24.0,33.0
159.9,8.38,3,100.0,-23.525377438801996,-46.40950968151651,Fashion,168.28,-23.179889672043977,-46.928510109318665,1428.0,2018,11.0,12.0
129.99,14.3,5,1700.0,-23.489584790770785,-46.68192027136849,Household,144.29,-23.194155763010308,-47.26601382366275,19500.0,2018,4.0,17.0
39.99,11.2,5,300.0,-19.74074058834445,-45.25452490731858,Furniture,141.24,-21.7664768468313,-48.83154737836604,48000.0,2017,7.0,22.0
92.9,17.56,5,1825.0,-23.03779388918621,-45.58806906399412,Household,110.46,-21.7664768468313,-48.83154737836604,20944.0,2018,16.0,16.0
28.82,19.32,5,700.0,-27.595379158751264,-48.55382695683541,Household,48.14,-23.08412527710581,-46.98121307089687,2450.0,2018,11.0,26.0
129.49,27.21,5,2700.0,-22.42998726230466,-42.97973434229022,Electronics,156.7,-23.565986162357948,-46.78504212655093,18400.0,2018,11.0,34.0
86.4,19.57,3,666.0,-20.236316793236703,-40.27327897238731,Household,105.97,-21.7664768468313,-48.83154737836604,4860.0,2018,24.0,19.0
179.0,16.55,4,2841.0,-22.800362898695823,-47.21833340077328,Household,195.55,-16.671296999999946,-49.23724849999997,23920.0,2018,7.0,18.0
72.48,9.94,5,800.0,-26.971132453228723,-49.07623407230649,Household,82.42,-26.91626999999994,-48.65245999999996,4800.0,2017,2.0,12.0
460.0,149.06,5,30000.0,-27.649291379133214,-48.52180222785512,Furniture,609.06,-21.113772012461688,-42.92918155418069,187200.0,2018,14.0,24.0
79.9,18.86,5,2125.0,-23.606540576235204,-46.63285434597564,Household,98.76,-21.7664768468313,-48.83154737836604,13858.0,2018,7.0,17.0
49.0,17.64,5,1550.0,-22.898246389561866,-43.58672866214904,Tools,66.64,-20.80243626346376,-49.39562406741489,19800.0,2017,11.0,21.0
54.99,19.35,4,2908.0,-29.189988823565876,-54.8719981328078,Household,100.0,-23.453200132516344,-46.484469408993874,48240.0,2018,12.0,46.0
156.0,17.53,1,580.0,-22.906800000000004,-43.176623145421054,Electronics,173.53,-23.377396999935016,-51.93100618003307,7072.0,2018,39.0,32.0
56.1,13.97,3,950.0,-23.593395634841325,-46.757875363396,Household,70.07,-21.7664768468313,-48.83154737836604,9450.0,2018,6.0,10.0
14.49,18.23,5,300.0,-19.46361254830593,-44.24441403023008,Fashion,32.72,-24.011288218359883,-46.41873374429398,5832.0,2018,5.0,24.0
97.5,19.87,5,700.0,-29.616140787882497,-52.17587557262544,Household,117.37,-23.54498660505508,-46.63345367485142,5400.0,2018,9.0,14.0
49.9,15.23,5,175.0,-23.625931033585296,-46.62189808312655,Electronics,9.39,-22.87459850346245,-43.477731000000006,2926.0,2018,9.0,23.0
96.36,16.43,4,1000.0,-22.876208978908178,-43.56012203941369,Furniture,112.79,-21.7664768468313,-48.83154737836604,12000.0,2018,24.0,27.0
109.9,9.12,5,400.0,-23.588898319435764,-46.68312877061568,Fashion,119.02,-23.73407261059953,-46.44241000920845,5832.0,2018,3.0,8.0
368.9,50.02,5,3500.0,-5.642543198675307,-37.26170322514053,Fashion,418.92,-23.20591698084141,-47.307845865803,40248.0,2017,21.0,34.0
55.49,16.15,5,850.0,-22.91064096725142,-43.17650983181368,Household,71.64,-24.011288218359883,-46.41873374429398,6358.0,2018,12.0,33.0
99.0,29.73,5,3850.0,-20.375271220093484,-43.41210118734492,Household,128.73,-25.496876096024057,-49.232400160424696,20020.0,2017,10.0,32.0
99.0,18.79,5,250.0,-25.328459084107493,-49.2564525184661,Fashion,117.79,-26.88690680838387,-48.66214683641898,4800.0,2018,7.0,22.0
279.9,13.46,5,297.0,-23.54014649628784,-47.49201645624124,Fashion,293.36,-22.828654864562257,-47.267296160568925,3564.0,2017,3.0,20.0
169.9,93.33,1,15467.0,-1.365107144456334,-48.26293309908216,Fashion,263.23,-23.48262344063541,-46.37448952833195,99200.0,2018,63.0,51.0
99.97,15.8,5,650.0,-23.684721443793656,-46.58409388868383,Household,115.77,-19.941877521944868,-44.11327370697121,9600.0,2018,5.0,25.0
129.49,16.74,5,1000.0,-26.90235592773759,-49.24262073142463,Fashion,146.23,-23.221587583126546,-45.90665169219235,10800.0,2017,16.0,22.0
230.0,75.01,5,12250.0,-22.02458009174551,-42.36284244106788,Furniture,305.01,-23.59798552039933,-46.55547278711988,70875.0,2018,24.0,27.0
129.6,11.52,4,2600.0,-23.40802531933689,-46.47133305879546,Furniture,141.12,-23.48262344063541,-46.37448952833195,70200.0,2017,16.0,29.0
98.81,13.81,1,200.0,-22.97002801748513,-49.87966459686076,Electronics,112.62,-23.377396999935016,-51.93100618003307,2873.0,2018,12.0,35.0
184.0,13.84,5,6300.0,-23.54461150790585,-46.541079775463096,Household,197.84,-23.49360109019567,-46.50247661157595,37500.0,2017,2.0,13.0
15.0,18.23,5,100.0,-14.317709932095248,-49.15370256644173,Electronics,33.23,-23.537511255832708,-46.63705730743676,2800.0,2018,17.0,22.0
18.89,7.55,5,363.0,-22.90495599500834,-42.97751321579431,Fashion,26.44,-22.77658387384398,-43.354144984238886,4284.0,2018,5.0,12.0
30.0,18.23,5,150.0,-22.79140099101727,-50.21666128486411,Tools,48.23,-27.729372911015968,-52.537491045681705,6400.0,2018,16.0,33.0
29.0,7.46,4,200.0,-23.9678895545329,-46.34412123980033,Fashion,36.46,-23.651114842510157,-46.75521082321932,352.0,2018,2.0,7.0
187.2,17.07,1,850.0,-23.53401196947312,-47.46735238343239,Fashion,204.27,-26.83365489702238,-49.26170944102369,15750.0,2018,13.0,27.0
350.0,13.95,5,467.0,-23.505409815437357,-46.44602681540725,Fashion,363.95,-21.17121748495008,-47.81941847157649,2040.0,2018,15.0,18.0
84.9,14.9,1,1550.0,-23.12851459612905,-47.2406058481293,Household,99.8,-21.7664768468313,-48.83154737836604,20944.0,2018,6.0,17.0
84.9,14.32,5,1250.0,-23.59181277854835,-46.880646415247824,Fashion,99.22,-22.264093569966427,-46.15856420525942,16660.0,2017,5.0,22.0
53.9,0.0,1,1550.0,-9.560246286042164,-35.74411720707219,Tools,53.9,-20.80243626346376,-49.39562406741489,19800.0,2018,38.0,34.0
109.99,9.52,5,923.0,-23.517127104923187,-46.19066721624193,Fashion,119.51,-23.55156260866176,-46.64021297307979,10206.0,2018,2.0,10.0
29.99,15.23,5,150.0,-19.92449229586244,-43.947039608806,Electronics,45.22,-22.895876357204664,-47.0791850342778,1904.0,2018,10.0,24.0
21.9,11.85,5,150.0,-21.24607941923738,-48.80412605259864,Electronics,33.75,-23.537511255832708,-46.63705730743676,2800.0,2018,10.0,24.0
144.99,17.28,5,1050.0,-22.906800000000004,-43.176623145421054,Fashion,162.27,-23.554079433810344,-46.53324185942636,19008.0,2018,14.0,31.0
24.9,9.09,4,200.0,-23.494190060505503,-47.40954169025909,Household,33.99,-22.71683928585045,-47.65736585405934,600.0,2017,5.0,14.0
255.0,24.1,5,1100.0,-23.62527254443769,-46.77949146270542,Furniture,279.1,-23.71933860892157,-46.5517479343586,72000.0,2018,5.0,19.0
101.99,21.37,4,10750.0,-23.57898282209016,-46.72990411864508,Furniture,123.36,-23.48262344063541,-46.37448952833195,70596.0,2017,20.0,24.0
59.99,12.76,4,900.0,-23.488791114931203,-46.69673727457101,Household,72.75,-22.726257875353635,-47.63781138952056,8000.0,2017,5.0,22.0
1299.0,23.97,2,438.0,-22.945175455450418,-43.18674295048741,Fashion,1322.97,-23.68008452677597,-46.62410537301638,5130.0,2018,19.0,33.0
299.9,13.6,5,1800.0,-21.051780813361503,-49.68915443687084,Household,313.5,-23.656676689970634,-46.44420755410021,14000.0,2017,4.0,19.0
49.9,15.1,5,200.0,-25.4335612739339,-49.29695352080336,Electronics,65.0,-27.00086872288371,-51.14532022116548,2816.0,2017,17.0,34.0
68.9,17.22,5,1800.0,-22.8888355500895,-43.41525290645745,Furniture,2.01,-22.42880507067007,-46.569550269431765,5712.0,2017,22.0,44.0
24.9,11.85,5,350.0,-23.597939755756265,-46.54583375575627,Household,73.5,-21.7664768468313,-48.83154737836604,4800.0,2017,7.0,35.0
69.0,15.58,5,250.0,-22.817267426623037,-43.03948051450261,Fashion,84.58,-23.651114842510157,-46.75521082321932,352.0,2018,6.0,27.0
54.9,13.08,5,2050.0,-23.47001485567546,-46.63484579309249,Household,67.98,-23.522975748542905,-46.33702048557326,20000.0,2018,1.0,14.0
169.9,27.51,4,5400.0,-24.72923631512427,-47.8751448746274,Household,197.41,-19.865544862340563,-43.92052843242536,50625.0,2017,11.0,24.0
84.9,18.52,5,900.0,-23.026044731317555,-43.46104142146108,Fashion,103.42,-25.526084940879464,-49.27440966694559,4096.0,2018,12.0,55.0
179.0,31.9,5,2841.0,-19.772223673610668,-47.94314577047145,Household,210.9,-16.671296999999946,-49.23724849999997,23920.0,2018,7.0,43.0
118.9,37.97,5,3300.0,-3.778251401610021,-38.58556749347911,Household,156.87,-21.808017,-49.62064949999999,47520.0,2017,9.0,35.0
83.23,15.33,1,225.0,-22.96955756564139,-43.691022,Electronics,98.56,-21.174925033585303,-47.7686162776848,3120.0,2017,36.0,23.0
249.9,34.23,5,7850.0,-23.62510448987245,-46.72835260796926,Furniture,284.13,-25.472734941716197,-49.30563836747645,32760.0,2018,4.0,23.0
664.0,38.41,1,2825.0,-21.210104711049134,-47.80139005429387,Tools,702.41,-19.939688821541896,-43.97533764669048,24389.0,2018,4.0,15.0
104.9,17.44,5,6825.0,-21.955472526805508,-48.00621945435803,Household,122.34,-23.57282057729816,-46.52329640383172,37800.0,2017,8.0,19.0
1599.0,29.07,1,100.0,-23.642000682560305,-46.760385963274885,Electronics,3256.14,-24.961400882504734,-53.45816618100577,4096.0,2018,9.0,41.0
69.99,15.25,4,500.0,-22.97823619758802,-43.2372780819727,Household,85.24,-23.65250284762537,-46.66809535567546,4180.0,2017,10.0,23.0
149.9,16.81,5,900.0,-23.148804478137823,-46.92948882832884,Fashion,166.71,-26.83365489702238,-49.26170944102369,15750.0,2017,7.0,29.0
89.99,16.39,5,250.0,-28.7629920668113,-49.27499226831797,Fashion,106.38,-23.665703457960586,-46.51808196779969,3960.0,2017,8.0,33.0
27.9,11.85,5,300.0,-23.601764863046306,-46.54785125728302,Household,81.5,-21.7664768468313,-48.83154737836604,3600.0,2018,7.0,21.0
22.44,7.42,5,300.0,-23.627599742714523,-46.49554835636796,Electronics,29.86,-23.71688471949829,-46.54199108267673,1760.0,2018,1.0,4.0
56.99,15.15,4,400.0,-20.86445270363737,-40.93655435181763,Fashion,72.14,-23.665703457960586,-46.51808196779969,3960.0,2017,27.0,30.0
58.99,11.73,5,200.0,-23.85636847960066,-46.70718370760001,Fashion,70.72,-23.665703457960586,-46.51808196779969,3960.0,2017,6.0,17.0
39.9,16.79,1,200.0,-27.10060820622856,-52.64124589560222,Electronics,56.69,-19.878513898894187,-43.95694702879617,2240.0,2017,33.0,22.0
158.9,38.02,5,100.0,-22.49321971715972,-41.91021028549174,Electronics,196.92,-16.33674884233032,-48.95262089320569,2142.0,2018,8.0,28.0
80.5,18.44,5,400.0,-22.89563349999997,-42.93976105099995,Fashion,98.94,-23.701769784404224,-49.48408686288425,2640.0,2018,6.0,20.0
29.99,18.23,4,450.0,-20.84800429049323,-41.09208749231039,Household,48.22,-21.7664768468313,-48.83154737836604,4200.0,2018,9.0,22.0
50.0,18.23,1,200.0,-22.78682963944107,-43.43064174409072,Fashion,68.23,-21.116471333054424,-47.79073400291418,5832.0,2018,26.0,28.0
26.9,7.78,4,100.0,-23.50445927126197,-46.84497058265231,Electronics,34.68,-23.541941545934563,-46.49095488842404,836.0,2018,5.0,16.0
85.0,19.79,5,800.0,-19.73499138466115,-47.93223994793665,Furniture,104.79,-22.33137826421038,-49.096775499711526,10800.0,2018,7.0,25.0
36.0,8.72,5,600.0,-23.553644898695826,-46.63261889578163,Household,44.72,-23.541074779906506,-46.69219306549716,16800.0,2017,7.0,14.0
138.0,15.73,4,6900.0,-30.03215040714993,-51.2325516998384,Household,153.73,-23.556849999163276,-46.56941527477062,57664.0,2017,9.0,24.0
20.9,7.41,1,100.0,-23.47667359838998,-46.54462276311386,Household,28.31,-23.71992046378896,-46.693208556754605,1404.0,2018,6.0,6.0
789.99,14.34,5,660.0,-23.536185192336568,-46.67656522468111,Fashion,804.33,-23.491791912543025,-46.94733309700014,4256.0,2017,5.0,13.0
34.99,14.52,4,400.0,-23.221587583126546,-45.90665169219235,Tools,49.51,-26.283149245628717,-48.85128463059032,9500.0,2017,16.0,25.0
185.0,28.67,4,9750.0,-12.27586722208878,-38.94662510401029,Household,213.67,-23.61411790980433,-46.60034800222169,12600.0,2017,29.0,27.0
145.0,18.89,5,335.0,-20.855567929891905,-41.11471169782581,Fashion,163.89,-21.17121748495008,-47.81941847157649,2992.0,2018,11.0,22.0
130.0,23.49,1,1600.0,-21.53684106547488,-43.0121739022556,Household,460.47,-23.693985995008337,-46.70188324132953,24000.0,2018,12.0,41.0
186.0,13.64,4,1150.0,-23.43162669109582,-45.07722870122336,Household,199.64,-23.96112504302036,-46.32316061267247,36000.0,2017,25.0,26.0
56.99,8.72,5,350.0,-23.51661167998731,-46.59476458159733,Fashion,65.71,-23.665703457960586,-46.51808196779969,3960.0,2017,5.0,18.0
210.0,52.69,4,9450.0,-10.194659948131218,-48.323723487431415,Fashion,262.69,-23.693985995008337,-46.70188324132953,28050.0,2018,28.0,27.0
39.99,8.29,5,217.0,-23.96321067145893,-46.37119834086656,Electronics,48.28,-23.667843855675457,-46.66038973120199,3136.0,2018,4.0,13.0
39.9,15.1,5,200.0,-22.90074353020161,-43.861172333584406,Electronics,55.0,-19.907108245080448,-43.91966546502971,1875.0,2017,6.0,20.0
